Date,Open,High,Low,Close,Volume
2019-05-30,193.17250965993642,194.43233037510993,192.3326291831541,194.01239013671875,28500328
2019-05-31,194.8522731513734,199.4716158338413,194.01239266365198,197.79185485839844,46070338
2019-06-03,197.79183947138424,200.31148073853564,194.85225799304095,199.89154052734375,31054092
2019-06-04,199.47156947058158,199.89150961683544,195.69210815429688,195.69210815429688,24443428
2019-06-05,199.8915437738946,199.8915437738946,196.53202202979554,197.3719024658203,29139584
2019-06-06,194.4323241792876,194.85226440429688,192.75256327925055,194.85226440429688,34651731
2019-06-10,199.47163343429565,201.5713348388672,196.9519917488098,201.5713348388672,35373888
2019-06-11,201.57130703604295,206.61058971194402,200.73142659005944,205.35076904296875,31965670
2019-06-12,205.35075983187045,207.8704010568014,204.090939219405,206.61058044433594,29675556
2019-06-13,203.67103624343872,204.93085708618165,201.5713348388672,201.5713348388672,32981724
2019-06-14,200.3115085989742,201.15138913817324,198.21180725097656,198.21180725097656,31951556
2019-06-17,194.4322877155353,197.3718687393123,193.5924074230276,195.69210815429688,51017012
2019-06-18,196.53203412681628,197.79185485839844,195.69215363909484,197.79185485839844,28578087
2019-06-19,203.67102638619846,204.93084716796875,201.99126534383805,204.93084716796875,50164372
2019-06-20,203.2510498046875,206.19063110351564,202.41116943359376,205.77069091796875,37836291
2019-06-21,208.29035639618965,208.71029663085938,206.6105954575107,208.71029663085938,61164304
2019-06-24,209.14419555664062,210.01201379546484,208.27637731781638,209.14419555664062,43300507
2019-06-25,209.14420080284904,209.5781099331454,205.6729277604781,206.9746551513672,28559283
2019-06-26,203.93726601021123,205.23899324006365,203.0694478569763,203.50335693359375,27607041
2019-06-27,204.80514431198026,209.5781455565391,204.80514431198026,208.7103271484375,42007834
2019-06-28,209.57816129548777,209.57816129548777,206.54079663903144,207.4086151123047,25962203
2019-07-01,213.0493773185991,216.95455938757547,212.61546819982397,215.65283203125,66307875
2019-07-02,216.52065534476773,216.95456447371518,214.78501882897802,216.0867462158203,24181202
2019-07-03,211.74768091575388,212.61549928016268,210.0120441869362,210.44595336914062,29449774
2019-07-04,212.18158984575115,212.6154990274398,210.44595311899656,211.7476806640625,17481240
2019-07-05,212.18156442524474,212.61547355494872,209.57810964702088,210.8798370361328,22867074
2019-07-08,208.27640745811857,212.1815900979583,208.27640745811857,210.44595336914062,27787909
2019-07-09,209.578145239964,210.8798728501501,208.71032683317324,210.01205444335938,16418987
2019-07-10,210.8798467968157,214.3511199951172,210.8798467968157,214.3511199951172,23812131
2019-07-11,216.95458984375,216.95458984375,214.78504394531248,216.95458984375,31160289
2019-07-12,218.69020089703406,218.69020089703406,216.5206552532143,217.3884735107422,23479432
2019-07-15,217.82237738288924,220.8597412109375,216.5206500280114,220.8597412109375,29727300
2019-07-16,220.42584717273712,222.59539291262627,219.9919380247593,222.16148376464844,21361249
2019-07-17,220.4258526998853,220.4258526998853,217.82239774673704,218.69021606445312,25573648
2019-07-18,218.6902057317298,220.85975142351285,218.2562965933732,220.42584228515625,20842575
2019-07-19,225.19886279014088,226.50059032071974,224.76495361328125,224.76495361328125,59709798
2019-07-22,228.23623131260726,229.1040496826172,227.36841294259736,229.1040496826172,31522639
2019-07-23,230.40577723763207,231.27359560764197,227.8023221276023,229.1040496826172,29273223
2019-07-24,231.27359031821197,231.27359031821197,228.23622609264447,229.97186279296875,23734039
2019-07-25,229.1040444428066,229.97186279296875,226.93449856740125,229.97186279296875,30433545
2019-07-26,226.50057983398438,227.80230730429463,226.50057983398438,226.50057983398438,20438071
2019-07-29,225.6327615204442,227.36839814752454,225.19885236367412,226.50057983398438,17509320
2019-07-30,227.8023279630221,228.23623715914215,225.63278198242188,225.63278198242188,22670612
2019-07-31,225.6327464079811,225.6327464079811,223.02929164173514,225.19883728027344,31635601
2019-08-01,223.46318562825522,223.46318562825522,221.72754923502606,222.59536743164062,30017526
2019-08-02,218.69019573962476,219.99192309521777,217.38846838403174,218.25628662109375,54021644
2019-08-05,217.82241914141733,218.6902375443712,213.04941792517113,213.917236328125,51535721
2019-08-06,208.27637701207243,216.95455938757547,208.27637701207243,215.65283203125,58625879
2019-08-07,216.95458504461473,217.38849421470397,213.91722085399013,215.2189483642578,29435460
2019-08-08,215.21894261587772,220.42585251787477,215.21894261587772,219.991943359375,29725266
2019-08-12,220.8597516671595,220.8597516671595,217.8223876953125,217.8223876953125,21794603
2019-08-13,216.08678233550964,216.52069153698656,213.917236328125,213.917236328125,23121107
2019-08-14,219.12409979260278,220.4258271181034,216.52064514160156,216.52064514160156,35216703
2019-08-15,214.35113002407937,215.65285753434705,213.4833116839009,215.2189483642578,27624412
2019-08-16,216.5206806640625,218.6902265625,215.21895312499998,216.95458984375,25370715
2019-08-19,218.2563069055951,219.5580343821692,217.388488587879,218.69021606445312,24060514
2019-08-20,220.42583209264487,220.8597412109375,219.12410473776706,220.8597412109375,19960494
2019-08-21,220.8597412109375,221.2936503292301,219.55801385605966,220.8597412109375,20269296
2019-08-22,223.0292971152959,223.4632062536525,220.42584228515625,220.42584228515625,21900840
2019-08-23,219.99193314679962,220.85975142351285,219.55802400844303,220.42584228515625,14166877
2019-08-26,216.08674115002515,217.38846850635062,215.65283203125,215.65283203125,31678620
2019-08-27,217.3884990234375,217.82240820312498,215.6528623046875,216.95458984375,50234951
2019-08-28,217.388488587879,219.5580343821692,217.388488587879,218.69021606445312,15132882
2019-08-29,219.55802400844303,220.42584228515625,217.8223874550166,220.42584228515625,19587767
2019-08-30,222.5954077289832,224.76495361328125,222.16149855212356,224.76495361328125,35184201
2019-09-02,223.8971202072588,223.8971202072588,222.16148361650485,223.4632110595703,14614854
2019-09-03,222.59538797693926,223.89711539200908,219.55802400844303,220.42584228515625,25762495
2019-09-04,220.4258470257509,223.8971202072588,220.4258470257509,223.4632110595703,22540733
2019-09-05,228.2362060546875,228.2362060546875,226.06666036975702,228.2362060546875,48791728
2019-09-06,229.97187837025245,229.97187837025245,228.23624155236377,228.67015075683594,25408515
2019-09-10,228.67011530859747,229.10402444580546,226.0666604853497,226.93447875976562,29308866
2019-09-11,229.1040243286597,229.53793346564578,226.06666036975702,228.2362060546875,36196015
2019-09-12,229.97188371930804,229.97188371930804,226.9345192173549,227.80233764648438,26017293
2019-09-16,227.36839762829567,230.40576171875,226.93448847251648,230.40576171875,32573966
2019-09-17,231.27359031821197,231.27359031821197,229.5379536178877,229.97186279296875,27600844
2019-09-18,231.70745849609375,233.87700398763022,231.27354939778647,231.70745849609375,47684759
2019-09-19,234.3306235259434,234.3306235259434,230.83315153301888,231.70751953125,25233567
2019-09-20,232.58189646402997,233.0190804799398,230.83316040039062,230.83316040039062,43868865
2019-09-23,230.83316040039062,230.83316040039062,229.95879236857098,230.83316040039062,13093208
2019-09-24,230.3959675339033,232.14470353036558,229.0844155365566,231.70751953125,24244943
2019-09-25,229.5215606689453,232.58184814453125,229.0843767438616,232.58184814453125,21003163
2019-09-26,235.20496482279765,235.64214877228238,233.01904507537387,234.33059692382812,29940103
2019-09-27,237.3908647929921,238.26523261911728,236.9536808799295,237.8280487060547,41235817
2019-10-01,238.70242309570312,245.2601819719587,238.70242309570312,244.822998046875,71743890
2019-10-02,244.82295655607112,245.69732425805708,243.94858885408513,244.38577270507812,29295953
2019-10-03,239.57673046256923,242.63701716555823,239.57673046256923,241.7626495361328,31890864
2019-10-04,244.3857524244091,244.82293623912184,240.45109809199465,241.7626495361328,35169613
2019-10-07,243.9486476980525,244.3858316545006,242.6370958287081,243.07427978515625,17510230
2019-10-08,247.8833351334976,250.50643920898438,247.00896710833538,250.50643920898438,35278551
2019-10-09,247.8832833310391,250.06920293713293,246.5717315673828,246.5717315673828,34777456
2019-10-14,254.87817135514885,254.87817135514885,252.2550683909449,253.56661987304688,46683517
2019-10-15,256.62701416015625,258.8129342126278,255.31546212867335,256.62701416015625,38018567
2019-10-16,260.5615514333895,260.5615514333895,256.6268971332209,259.25,40297144
2019-10-17,257.93856619163915,258.3757502021335,255.31546212867335,256.62701416015625,40271938
2019-10-18,256.1897888183594,258.3757085181747,254.4410530585071,256.1897888183594,45102984
2019-10-21,254.44098752778152,254.44098752778152,252.2550683909449,253.56661987304688,34634365
2019-10-22,255.75265689772002,257.064208984375,254.87828883995002,257.064208984375,26005020
2019-10-23,256.62697275832244,256.62697275832244,254.003869118544,256.1897888183594,28675408
2019-10-24,257.50134063824856,257.50134063824856,254.4410530585071,256.1897888183594,29040827
2019-10-25,257.50138218114483,257.50138218114483,255.75264613916764,256.62701416015625,22682711
2019-10-28,257.9385267170257,258.3757106606139,257.0641588298493,257.5013427734375,20076561
2019-10-29,259.68728837056375,260.99884033203125,259.2501043834079,260.99884033203125,36682131
2019-10-30,260.9987402710572,261.87310791015625,259.2500049928592,261.87310791015625,32370342
2019-10-31,262.31039229349875,263.62194425496625,260.99884033203125,260.99884033203125,40944514
2019-11-01,261.87324973013887,261.87324973013887,259.25014539227436,261.4360656738281,30121678
2019-11-04,264.4963133373944,269.30533721625613,263.1847613704321,268.43096923828125,44899671
2019-11-05,268.86813767290346,271.4912414550781,268.4309537092077,271.4912414550781,32201184
2019-11-06,270.1796700333476,272.36558969381156,269.30530216916196,271.92840576171875,22149743
2019-11-07,271.05405542071196,271.05405542071196,267.99376769822004,270.1796875,28291659
2019-11-08,269.7424883803447,270.17967231613136,267.119384765625,267.119384765625,25651542
2019-11-11,266.6821633779329,266.6821633779329,262.3103246340324,263.1846923828125,35165583
2019-11-12,264.49624008428856,266.6821594238281,264.05905621638067,266.6821594238281,17540708
2019-11-13,264.93343252884716,265.80780029296875,263.62188088266475,265.80780029296875,18172438
2019-11-14,266.24503443307896,266.6822183976653,264.0591146101473,265.37066650390625,15734835
2019-11-15,267.119417271319,268.8681532272687,266.2450492933441,268.43096923828125,28848445
2019-11-18,269.74248610125477,271.92840576171875,268.4309343049764,271.92840576171875,18691325
2019-11-19,273.23995317731584,275.4258728027344,271.9284014020647,275.4258728027344,31634197
2019-11-20,274.55153333551385,274.55153333551385,272.80279745439594,274.1143493652344,22387973
2019-11-21,270.6168539654404,271.92840576171875,268.4309343049764,271.92840576171875,28108833
2019-11-22,271.05405542071196,271.49123938106794,269.30531957928804,270.1796875,24737984
2019-11-25,271.4912571611933,271.4912571611933,268.43096923828125,268.43096923828125,19530177
2019-11-26,271.05407317220585,271.4912571611933,268.43096923828125,268.43096923828125,101224622
2019-11-27,268.8681182370692,272.36558969381156,268.8681182370692,271.92840576171875,18467648
2019-11-28,271.05403573524586,272.8027714496668,269.74248394943015,270.6168518066406,19077982
2019-11-29,270.1796303670915,270.61681423499937,266.6821594238281,266.6821594238281,30963561
2019-12-02,268.43088865202617,269.3052563675051,267.9937047942867,268.8680725097656,24016807
2019-12-03,266.68223328233154,268.43096923828125,266.68223328233154,268.43096923828125,24690319
2019-12-04,266.68212042914496,267.5564880371094,265.80775282118054,267.5564880371094,25492686
2019-12-05,270.1797218322754,272.8028259277344,270.1797218322754,272.8028259277344,34521842
2019-12-06,275.4259517779366,276.3003198788189,271.92847937440723,273.6772155761719,17695703
2019-12-09,274.5514356395866,276.73735471315024,274.5514356395866,276.3001708984375,23256081
2019-12-10,275.4259012760728,275.8630852463523,273.2399814246754,274.1143493652344,20570594
2019-12-11,274.55153070049226,278.9233703613281,273.6771627683251,278.9233703613281,31223148
2019-12-12,284.1695748123468,292.47607007609236,283.2952068898473,289.85296630859375,52742851
2019-12-13,297.28504282183354,299.9081461408497,295.5363072758227,296.4106750488281,58198939
2019-12-16,294.22490383329847,295.9736402602423,293.7877197265625,293.7877197265625,102188
2019-12-17,292.9132425059443,301.65692138671875,292.9132425059443,301.65692138671875,40813458
2019-12-18,298.5965927411925,301.6568799288768,298.5965927411925,301.2196960449219,39682841
2019-12-19,299.4581790753265,301.2196977757696,295.05438232421875,295.05438232421875,54888012
2019-12-20,292.4121453653353,293.29290483932726,289.32948720636335,289.7698669433594,86280459
2019-12-23,290.2102577529268,294.1736755371094,290.2102577529268,294.1736755371094,26639340
2019-12-24,294.17365880759365,294.61403853634755,292.4121398925781,292.4121398925781,13488907
2019-12-25,292.4121482322166,294.6140469387845,291.53138874958944,293.29290771484375,12262954
2019-12-26,293.29290771484375,294.17366719747093,291.971768490903,293.29290771484375,11427884
2019-12-27,295.0543470213399,297.6966247558594,295.0543470213399,297.6966247558594,16677806
2019-12-30,297.6966715129858,298.5774308961603,294.1736339802877,294.614013671875,21531263
2019-12-31,291.5313720703125,293.733270650904,291.5313720703125,291.5313720703125,22890517
2020-01-02,292.8524872546351,298.5774230957031,292.8524872546351,298.5774230957031,31754120
2020-01-03,302.9813014888623,303.86206108621366,295.4948449113759,299.01788330078125,41811268
2020-01-06,293.29289935008586,294.61403853634755,292.4121398925781,292.4121398925781,45343057
2020-01-07,292.8526063030515,293.29298616215385,287.5680479938235,290.2103271484375,50879181
2020-01-08,286.2469084165165,293.29298616215385,286.2469084165165,290.2103271484375,37567748
2020-01-09,295.0544184932002,297.2563171386719,293.7332793059172,297.2563171386719,31481504
2020-01-10,299.8986428981326,300.3390226968083,295.93522471005156,299.01788330078125,27032115
2020-01-13,301.21976820581307,301.21976820581307,298.577489537341,300.7793884277344,30663332
2020-01-14,304.30235713892586,304.74273681640625,303.4215977839652,304.74273681640625,30223993
2020-01-15,303.861987843233,303.861987843233,297.2562924553366,299.45819091796875,47434274
2020-01-16,290.6505964475897,296.375532438224,290.6505964475897,294.614013671875,55211420
2020-01-17,294.17366719747093,295.4948064214116,292.4121482322166,293.29290771484375,52060097
2020-01-20,294.17366719747093,295.4948064214116,293.29290771484375,293.29290771484375,32658203
2020-01-30,287.12759105326813,287.12759105326813,278.7603759765625,278.7603759765625,125451049
2020-01-31,284.4852958679199,284.92567558288573,280.96225814819337,281.843017578125,62526055
2020-02-03,277.4391174316406,278.760256086077,274.7968401227679,277.4391174316406,59560849
2020-02-04,296.3755916184645,296.81597139798674,286.2468566894531,286.2468566894531,51890496
2020-02-05,289.7699310069776,290.21031084133466,285.8065124977636,288.44879150390625,36601453
2020-02-06,290.2102302723361,292.8525085449219,289.76985056023847,292.8525085449219,29267094
2020-02-07,290.6506487218345,291.0910284926251,287.12761055550925,288.8891296386719,28798327
2020-02-10,283.1642334916209,288.88917133826334,282.7238536572638,288.44879150390625,30632424
2020-02-11,291.0909204727564,292.8524389022436,290.65054086538464,291.9716796875,27524935
2020-02-12,293.7332432988864,295.9351416744403,293.29286362377565,295.05438232421875,37612639
2020-02-13,297.6966603748834,297.6966603748834,295.05438232421875,295.05438232421875,22757021
2020-02-14,296.81590102466185,296.81590102466185,294.614002649108,295.05438232421875,16933683
2020-02-17,291.9716796875,293.2928185096154,291.0909204727564,291.9716796875,15937079
2020-02-18,285.8063904187694,287.56790900378496,283.6044921875,283.6044921875,61825604
2020-02-19,284.04492481926866,288.00834237488635,283.6045450908667,287.5679626464844,38781218
2020-02-20,288.88909340197773,289.76985283308136,286.24681510866696,286.68719482421875,27011736
2020-02-21,286.68723646897536,287.5679960280198,284.4853375713642,286.2468566894531,22813534
2020-02-24,281.40263786315916,283.1641567230225,281.40263786315916,281.843017578125,41693680
2020-02-25,281.84297360248445,284.92563112626164,279.64107537121504,283.6044921875,36195011
2020-02-26,279.200711572189,282.28336927093557,278.7603319009395,280.5218505859375,60479362
2020-02-27,280.9622242601612,281.84298358386076,277.4391869653629,278.3199462890625,61250927
2020-03-02,271.2738296165344,279.2006623001344,271.2738296165344,273.9161071777344,79912942
2020-03-03,280.5218726931595,281.84301181102364,278.31997416338584,279.64111328125,49679411
2020-03-04,283.60455598399716,283.60455598399716,279.2007585308295,282.2834167480469,42941146
2020-03-05,286.24680935413846,287.1275687675358,284.48529052734375,284.48529052734375,37861525
2020-03-06,281.84291294642856,282.2832924979074,277.4391174316406,277.4391174316406,51546760
2020-03-09,270.833417577166,273.0353152810454,269.0718994140625,269.0718994140625,87871277
2020-03-10,265.54901083284557,272.1547076197323,265.10863104705317,270.3931884765625,71950130
2020-03-11,272.1546966350631,273.4758359391168,265.9893798828125,265.9893798828125,62216710
2020-03-12,263.3470959306574,263.3470959306574,252.7779817127046,258.94329833984375,113527351
2020-03-13,242.20893728321997,258.9433729500606,240.0070378533725,255.4203338623047,149995148
2020-03-16,251.01642298224175,256.3009792555521,242.64920888283368,243.52996826171875,103873228
2020-03-17,233.40128514304092,243.5300201586823,233.40128514304092,236.04356384277344,121323651
2020-03-18,237.3646821828989,240.00696064875677,228.99746704101562,228.99746704101562,117437643
2020-03-19,224.1062533470892,224.99556387624432,209.4326296160298,220.54901123046875,160811697
2020-03-20,229.8867161786115,240.11378479003906,227.66344039351853,240.11378479003906,157664726
2020-03-23,228.55280624090454,233.44401415656594,224.1062535903033,226.77418518066406,76466709
2020-03-24,238.3351886499708,243.67105108243283,236.55656783915012,237.89053344726562,81952933
2020-03-25,245.89437973628404,249.00696682155348,243.6711032468059,246.3390350341797,79447199
2020-03-26,248.5623027256557,249.0069580078125,245.00506046840124,249.0069580078125,52845633
2020-03-27,252.56415264423077,254.3427734375,242.78173828125,242.78173828125,68752306
2020-03-30,234.33329182562426,239.22449905538113,233.44398142021393,237.89053344726562,49159956
2020-03-31,242.78180143258868,243.67111206054688,239.66921423473497,243.67111206054688,48837923
2020-04-01,245.8943677027581,245.8943677027581,241.44781494140625,241.44781494140625,44515034
2020-04-06,242.7817894577331,245.00506591796875,240.11385770545033,245.00506591796875,56392754
2020-04-07,252.119536248197,252.56419151494865,249.45160464768696,251.6748809814453,48787346
2020-04-08,253.45355224609375,253.89820760091146,251.67493082682293,253.45355224609375,37912826
2020-04-09,255.67677838221036,256.121433648962,251.23022571469363,251.6748809814453,27620430
2020-04-10,249.0069722020349,250.78559343204944,248.11766158702764,248.56231689453125,27252858
2020-04-13,247.6729278564453,250.34085885669427,247.6729278564453,247.6729278564453,22196596
2020-04-14,249.89630940755208,253.89820760091146,249.00699869791669,253.45355224609375,48809688
2020-04-15,255.23210258152173,256.56606827445654,254.34279211956522,255.6767578125,55216434
2020-04-16,251.67485847939162,256.56606597634095,251.67485847939162,254.78744506835938,47815280
2020-04-17,269.90570770313457,274.352259724603,267.2377764902535,272.5736389160156,116368201
2020-04-20,273.90764497455797,274.79695551018966,269.0164370285837,270.35040283203125,41381669
2020-04-21,267.2377335370597,268.1270437984143,261.01256170757745,262.3465270996094,61479357
2020-04-22,261.90193062088116,262.3465858511373,258.3446887788319,261.457275390625,42192580
2020-04-23,266.79318810477474,266.79318810477474,261.4573243426792,262.7912902832031,39474478
2020-04-24,262.79124108139354,264.125206772162,261.457275390625,261.457275390625,26008090
2020-04-27,265.0145263671875,265.45918161277,263.23590538485735,265.0145263671875,38493406
2020-04-28,265.4592550190866,265.4592550190866,261.9020120707571,263.6806335449219,37395165
2020-04-29,265.90380859375,268.12708458533655,265.0144981971154,265.90380859375,44059301
2020-04-30,268.5717979894679,271.23972975757516,268.12714269478334,270.7950744628906,55126085
2020-05-04,261.901871968932,263.68049249164125,261.45721683825474,262.3465270996094,71581861
2020-05-05,263.680600910219,265.0145668507429,262.3466349696952,262.7912902832031,23547405
2020-05-06,261.9019351649929,263.23590087890625,260.12331421310836,263.23590087890625,34240479
2020-05-07,261.9018932182248,265.9037897190126,261.9018932182248,264.56982421875,27621198
2020-05-08,266.793100052521,266.793100052521,263.2358587184874,264.56982421875,32295893
2020-05-11,266.7931236697986,268.1270892881476,265.4591580514496,267.68243408203125,28727019
2020-05-12,264.5698027529959,265.45911301435046,262.3465270996094,262.3465270996094,52089788
2020-05-13,260.56803190186366,264.1252746582031,260.12337655732125,264.1252746582031,26156418
2020-05-14,260.5680236816406,262.3466450036996,260.12336835112586,260.5680236816406,34315948
2020-05-15,264.56987112160493,265.45918161277,261.90193964810976,265.0145263671875,42494804
